,Entity,Code,Year,Political regime
19450,North Korea,PRK,1989,0
19671,North Macedonia,MKD,1981,0
19672,North Macedonia,MKD,1982,0
19673,North Macedonia,MKD,1983,0
19674,North Macedonia,MKD,1984,0
19675,North Macedonia,MKD,1985,0
19676,North Macedonia,MKD,1986,0
19677,North Macedonia,MKD,1987,0
19678,North Macedonia,MKD,1988,0
19679,North Macedonia,MKD,1989,0
19885,Norway,NOR,1981,3
19886,Norway,NOR,1982,3
19887,Norway,NOR,1983,3
19888,Norway,NOR,1984,3
19889,Norway,NOR,1985,3
19890,Norway,NOR,1986,3
19891,Norway,NOR,1987,3
19892,Norway,NOR,1988,3
19893,Norway,NOR,1989,3
20026,Oman,OMN,1981,0
20027,Oman,OMN,1982,0
20028,Oman,OMN,1983,0
20029,Oman,OMN,1984,0
20030,Oman,OMN,1985,0
20031,Oman,OMN,1986,0
20032,Oman,OMN,1987,0
20033,Oman,OMN,1988,0
20034,Oman,OMN,1989,0
20208,Pakistan,PAK,1981,0
20209,Pakistan,PAK,1982,0
20210,Pakistan,PAK,1983,0
20211,Pakistan,PAK,1984,0
20212,Pakistan,PAK,1985,1
20213,Pakistan,PAK,1986,1
20214,Pakistan,PAK,1987,1
20215,Pakistan,PAK,1988,1
20216,Pakistan,PAK,1989,1
20328,Palestine/West Bank,,1981,0
20329,Palestine/West Bank,,1982,0
20330,Palestine/West Bank,,1983,0
20331,Palestine/West Bank,,1984,0
20332,Palestine/West Bank,,1985,0
20333,Palestine/West Bank,,1986,0
20334,Palestine/West Bank,,1987,0
20335,Palestine/West Bank,,1988,0
20336,Palestine/West Bank,,1989,0
20446,Panama,PAN,1981,0
20447,Panama,PAN,1982,0
20448,Panama,PAN,1983,0
20449,Panama,PAN,1984,0
20450,Panama,PAN,1985,0
20451,Panama,PAN,1986,0
20452,Panama,PAN,1987,0
20453,Panama,PAN,1988,0
20454,Panama,PAN,1989,0
20634,Papua New Guinea,PNG,1981,2
20635,Papua New Guinea,PNG,1982,2
20636,Papua New Guinea,PNG,1983,2
20637,Papua New Guinea,PNG,1984,2
20638,Papua New Guinea,PNG,1985,2
20639,Papua New Guinea,PNG,1986,2
20640,Papua New Guinea,PNG,1987,2
20641,Papua New Guinea,PNG,1988,2
20642,Papua New Guinea,PNG,1989,2
20844,Paraguay,PRY,1981,1
20845,Paraguay,PRY,1982,1
20846,Paraguay,PRY,1983,1
20847,Paraguay,PRY,1984,1
20848,Paraguay,PRY,1985,1
20849,Paraguay,PRY,1986,1
20850,Paraguay,PRY,1987,1
20851,Paraguay,PRY,1988,1
20852,Paraguay,PRY,1989,1
21097,Peru,PER,1981,2
21098,Peru,PER,1982,2
21099,Peru,PER,1983,2
21100,Peru,PER,1984,2
21101,Peru,PER,1985,2
21102,Peru,PER,1986,2
21103,Peru,PER,1987,2
21104,Peru,PER,1988,2
21105,Peru,PER,1989,2
21218,Philippines,PHL,1981,0
21219,Philippines,PHL,1982,0
21220,Philippines,PHL,1983,0
21221,Philippines,PHL,1984,0
21222,Philippines,PHL,1985,0
21223,Philippines,PHL,1986,1
21224,Philippines,PHL,1987,1
21225,Philippines,PHL,1988,2
21226,Philippines,PHL,1989,2
21451,Poland,POL,1981,0
21452,Poland,POL,1982,0
21453,Poland,POL,1983,0
21454,Poland,POL,1984,0
21455,Poland,POL,1985,0
21456,Poland,POL,1986,0
21457,Poland,POL,1987,0
21458,Poland,POL,1988,0
21459,Poland,POL,1989,1
21683,Portugal,PRT,1981,3
21684,Portugal,PRT,1982,3
21685,Portugal,PRT,1983,3
21686,Portugal,PRT,1984,3
21687,Portugal,PRT,1985,3
21688,Portugal,PRT,1986,3
21689,Portugal,PRT,1987,3
21690,Portugal,PRT,1988,3
21691,Portugal,PRT,1989,3
21804,Qatar,QAT,1981,0
21805,Qatar,QAT,1982,0
21806,Qatar,QAT,1983,0
21807,Qatar,QAT,1984,0
21808,Qatar,QAT,1985,0
21809,Qatar,QAT,1986,0
21810,Qatar,QAT,1987,0
21811,Qatar,QAT,1988,0
21812,Qatar,QAT,1989,0
22153,Romania,ROU,1981,0
22154,Romania,ROU,1982,0
22155,Romania,ROU,1983,0
22156,Romania,ROU,1984,0
22157,Romania,ROU,1985,0
22158,Romania,ROU,1986,0
22159,Romania,ROU,1987,0
22160,Romania,ROU,1988,0
22161,Romania,ROU,1989,0
22385,Russia,RUS,1981,0
22386,Russia,RUS,1982,0
22387,Russia,RUS,1983,0
22388,Russia,RUS,1984,0
22389,Russia,RUS,1985,0
22390,Russia,RUS,1986,0
22391,Russia,RUS,1987,0
22392,Russia,RUS,1988,0
22393,Russia,RUS,1989,0
22490,Rwanda,RWA,1981,0
22491,Rwanda,RWA,1982,0
22492,Rwanda,RWA,1983,0
22493,Rwanda,RWA,1984,0
22494,Rwanda,RWA,1985,0
22495,Rwanda,RWA,1986,0
22496,Rwanda,RWA,1987,0
22497,Rwanda,RWA,1988,0
22498,Rwanda,RWA,1989,0
22611,Sao Tome and Principe,STP,1981,0
22612,Sao Tome and Principe,STP,1982,0
22613,Sao Tome and Principe,STP,1983,0
22614,Sao Tome and Principe,STP,1984,0
22615,Sao Tome and Principe,STP,1985,0
22616,Sao Tome and Principe,STP,1986,0
22617,Sao Tome and Principe,STP,1987,0
22618,Sao Tome and Principe,STP,1988,0
22619,Sao Tome and Principe,STP,1989,0
22843,Saudi Arabia,SAU,1981,0
22844,Saudi Arabia,SAU,1982,0
22845,Saudi Arabia,SAU,1983,0
22846,Saudi Arabia,SAU,1984,0
22847,Saudi Arabia,SAU,1985,0
22848,Saudi Arabia,SAU,1986,0
22849,Saudi Arabia,SAU,1987,0
22850,Saudi Arabia,SAU,1988,0
22851,Saudi Arabia,SAU,1989,0
23092,Senegal,SEN,1981,1
23093,Senegal,SEN,1982,1
23094,Senegal,SEN,1983,1
23095,Senegal,SEN,1984,1
23096,Senegal,SEN,1985,1
23097,Senegal,SEN,1986,1
23098,Senegal,SEN,1987,1
23099,Senegal,SEN,1988,2
23100,Senegal,SEN,1989,2
23321,Serbia,SRB,1981,0
23322,Serbia,SRB,1982,0
23323,Serbia,SRB,1983,0
23324,Serbia,SRB,1984,0
23325,Serbia,SRB,1985,0
23326,Serbia,SRB,1986,0
23327,Serbia,SRB,1987,0
23328,Serbia,SRB,1988,0
23329,Serbia,SRB,1989,0
23439,Seychelles,SYC,1981,1
23440,Seychelles,SYC,1982,1
23441,Seychelles,SYC,1983,1
23442,Seychelles,SYC,1984,1
23443,Seychelles,SYC,1985,1
23444,Seychelles,SYC,1986,1
23445,Seychelles,SYC,1987,0
23446,Seychelles,SYC,1988,0
23447,Seychelles,SYC,1989,0
23560,Sierra Leone,SLE,1981,1
23561,Sierra Leone,SLE,1982,1
23562,Sierra Leone,SLE,1983,1
23563,Sierra Leone,SLE,1984,1
23564,Sierra Leone,SLE,1985,1
23565,Sierra Leone,SLE,1986,1
23566,Sierra Leone,SLE,1987,1
23567,Sierra Leone,SLE,1988,1
23568,Sierra Leone,SLE,1989,1
23681,Singapore,SGP,1981,1
23682,Singapore,SGP,1982,1
23683,Singapore,SGP,1983,1
23684,Singapore,SGP,1984,1
23685,Singapore,SGP,1985,1
23686,Singapore,SGP,1986,1
23687,Singapore,SGP,1987,1
23688,Singapore,SGP,1988,1
23689,Singapore,SGP,1989,1
23913,Slovakia,SVK,1981,0
23914,Slovakia,SVK,1982,0
23915,Slovakia,SVK,1983,0
23916,Slovakia,SVK,1984,0
23917,Slovakia,SVK,1985,0
23918,Slovakia,SVK,1986,0
23919,Slovakia,SVK,1987,0
23920,Slovakia,SVK,1988,0
23921,Slovakia,SVK,1989,0
24127,Slovenia,SVN,1981,0
24128,Slovenia,SVN,1982,0
24129,Slovenia,SVN,1983,0
24130,Slovenia,SVN,1984,0
24131,Slovenia,SVN,1985,0
24132,Slovenia,SVN,1986,0
24133,Slovenia,SVN,1987,0
24134,Slovenia,SVN,1988,0
24135,Slovenia,SVN,1989,0
24248,Solomon Islands,SLB,1981,2
24249,Solomon Islands,SLB,1982,2
24250,Solomon Islands,SLB,1983,2
24251,Solomon Islands,SLB,1984,2
24252,Solomon Islands,SLB,1985,2
24253,Solomon Islands,SLB,1986,2
24254,Solomon Islands,SLB,1987,2
24255,Solomon Islands,SLB,1988,2
24256,Solomon Islands,SLB,1989,2
24369,Somalia,SOM,1981,1
24370,Somalia,SOM,1982,1
24371,Somalia,SOM,1983,1
24372,Somalia,SOM,1984,0
24373,Somalia,SOM,1985,0
24374,Somalia,SOM,1986,0
24375,Somalia,SOM,1987,0
24376,Somalia,SOM,1988,0
24377,Somalia,SOM,1989,0
24580,South Africa,ZAF,1981,1
24581,South Africa,ZAF,1982,1
24582,South Africa,ZAF,1983,1
24583,South Africa,ZAF,1984,1
24584,South Africa,ZAF,1985,0
24585,South Africa,ZAF,1986,0
24586,South Africa,ZAF,1987,0
24587,South Africa,ZAF,1988,0
24588,South Africa,ZAF,1989,0
24812,South Korea,KOR,1981,1
24813,South Korea,KOR,1982,1
24814,South Korea,KOR,1983,1
24815,South Korea,KOR,1984,1
24816,South Korea,KOR,1985,1
24817,South Korea,KOR,1986,1
24818,South Korea,KOR,1987,1
24819,South Korea,KOR,1988,2
24820,South Korea,KOR,1989,2
24933,South Sudan,SSD,1981,1
24934,South Sudan,SSD,1982,1
24935,South Sudan,SSD,1983,1
24936,South Sudan,SSD,1984,1
24937,South Sudan,SSD,1985,0
24938,South Sudan,SSD,1986,1
24939,South Sudan,SSD,1987,1
24940,South Sudan,SSD,1988,1
24941,South Sudan,SSD,1989,1
25054,South Yemen,,1981,0
25055,South Yemen,,1982,0
25056,South Yemen,,1983,0
25057,South Yemen,,1984,0
25058,South Yemen,,1985,0
25059,South Yemen,,1986,0
25060,South Yemen,,1987,0
25061,South Yemen,,1988,0
25062,South Yemen,,1989,0
25256,Spain,ESP,1981,2
25257,Spain,ESP,1982,2
25258,Spain,ESP,1983,3
25259,Spain,ESP,1984,3
25260,Spain,ESP,1985,3
25261,Spain,ESP,1986,3
25262,Spain,ESP,1987,3
25263,Spain,ESP,1988,3
25264,Spain,ESP,1989,3
25377,Sri Lanka,LKA,1981,2
25378,Sri Lanka,LKA,1982,1
25379,Sri Lanka,LKA,1983,1
25380,Sri Lanka,LKA,1984,1
25381,Sri Lanka,LKA,1985,1
25382,Sri Lanka,LKA,1986,1
25383,Sri Lanka,LKA,1987,1
25384,Sri Lanka,LKA,1988,1
25385,Sri Lanka,LKA,1989,1
25562,Sudan,SDN,1981,1
25563,Sudan,SDN,1982,1
25564,Sudan,SDN,1983,1
25565,Sudan,SDN,1984,1
25566,Sudan,SDN,1985,0
25567,Sudan,SDN,1986,1
25568,Sudan,SDN,1987,1
25569,Sudan,SDN,1988,1
25570,Sudan,SDN,1989,1
25683,Suriname,SUR,1981,0
25684,Suriname,SUR,1982,0
25685,Suriname,SUR,1983,0
25686,Suriname,SUR,1984,0
25687,Suriname,SUR,1985,0
25688,Suriname,SUR,1986,0
25689,Suriname,SUR,1987,0
25690,Suriname,SUR,1988,2
25691,Suriname,SUR,1989,2
25915,Sweden,SWE,1981,3
25916,Sweden,SWE,1982,3
25917,Sweden,SWE,1983,3
25918,Sweden,SWE,1984,3
25919,Sweden,SWE,1985,3
25920,Sweden,SWE,1986,3
25921,Sweden,SWE,1987,3
25922,Sweden,SWE,1988,3
25923,Sweden,SWE,1989,3
26138,Switzerland,CHE,1981,3
26139,Switzerland,CHE,1982,3
26140,Switzerland,CHE,1983,3
26141,Switzerland,CHE,1984,3
26142,Switzerland,CHE,1985,3
26143,Switzerland,CHE,1986,3
26144,Switzerland,CHE,1987,3
26145,Switzerland,CHE,1988,3
26146,Switzerland,CHE,1989,3
26368,Syria,SYR,1981,1
26369,Syria,SYR,1982,1
26370,Syria,SYR,1983,1
26371,Syria,SYR,1984,1
26372,Syria,SYR,1985,1
26373,Syria,SYR,1986,1
26374,Syria,SYR,1987,1
26375,Syria,SYR,1988,1
26376,Syria,SYR,1989,1
26595,Taiwan,TWN,1981,0
26596,Taiwan,TWN,1982,0
26597,Taiwan,TWN,1983,0
26598,Taiwan,TWN,1984,0
26599,Taiwan,TWN,1985,0
26600,Taiwan,TWN,1986,0
26601,Taiwan,TWN,1987,0
26602,Taiwan,TWN,1988,0
26603,Taiwan,TWN,1989,0
26748,Tajikistan,TJK,1981,0
26749,Tajikistan,TJK,1982,0
26750,Tajikistan,TJK,1983,0
26751,Tajikistan,TJK,1984,0
26752,Tajikistan,TJK,1985,0
26753,Tajikistan,TJK,1986,0
26754,Tajikistan,TJK,1987,0
26755,Tajikistan,TJK,1988,0
26756,Tajikistan,TJK,1989,0
26854,Tanzania,TZA,1981,1
26855,Tanzania,TZA,1982,1
26856,Tanzania,TZA,1983,1
26857,Tanzania,TZA,1984,1
26858,Tanzania,TZA,1985,1
26859,Tanzania,TZA,1986,1
26860,Tanzania,TZA,1987,1
26861,Tanzania,TZA,1988,1
26862,Tanzania,TZA,1989,1
27086,Thailand,THA,1981,1
27087,Thailand,THA,1982,1
27088,Thailand,THA,1983,1
27089,Thailand,THA,1984,1
27090,Thailand,THA,1985,1
27091,Thailand,THA,1986,1
27092,Thailand,THA,1987,1
27093,Thailand,THA,1988,1
27094,Thailand,THA,1989,1
27207,Timor,TLS,1981,0
27208,Timor,TLS,1982,0
27209,Timor,TLS,1983,0
27210,Timor,TLS,1984,0
27211,Timor,TLS,1985,0
27212,Timor,TLS,1986,0
27213,Timor,TLS,1987,0
27214,Timor,TLS,1988,0
27215,Timor,TLS,1989,0
27312,Togo,TGO,1981,1
27313,Togo,TGO,1982,1
27314,Togo,TGO,1983,1
27315,Togo,TGO,1984,1
27316,Togo,TGO,1985,1
27317,Togo,TGO,1986,1
27318,Togo,TGO,1987,1
27319,Togo,TGO,1988,1
27320,Togo,TGO,1989,1
27433,Trinidad and Tobago,TTO,1981,2
27434,Trinidad and Tobago,TTO,1982,2
27435,Trinidad and Tobago,TTO,1983,2
27436,Trinidad and Tobago,TTO,1984,2
27437,Trinidad and Tobago,TTO,1985,2
27438,Trinidad and Tobago,TTO,1986,2
27439,Trinidad and Tobago,TTO,1987,2
27440,Trinidad and Tobago,TTO,1988,2
27441,Trinidad and Tobago,TTO,1989,2
27665,Tunisia,TUN,1981,1
27666,Tunisia,TUN,1982,1
27667,Tunisia,TUN,1983,1
27668,Tunisia,TUN,1984,1
27669,Tunisia,TUN,1985,1
27670,Tunisia,TUN,1986,1
27671,Tunisia,TUN,1987,0
27672,Tunisia,TUN,1988,0
27673,Tunisia,TUN,1989,0
27897,Turkey,TUR,1981,0
27898,Turkey,TUR,1982,0
27899,Turkey,TUR,1983,1
27900,Turkey,TUR,1984,1
27901,Turkey,TUR,1985,1
27902,Turkey,TUR,1986,1
27903,Turkey,TUR,1987,1
27904,Turkey,TUR,1988,2
27905,Turkey,TUR,1989,2
28032,Turkmenistan,TKM,1981,0
28033,Turkmenistan,TKM,1982,0
28034,Turkmenistan,TKM,1983,0
28035,Turkmenistan,TKM,1984,0
28036,Turkmenistan,TKM,1985,0
28037,Turkmenistan,TKM,1986,0
28038,Turkmenistan,TKM,1987,0
28039,Turkmenistan,TKM,1988,0
28040,Turkmenistan,TKM,1989,0
28248,Uganda,UGA,1981,1
28249,Uganda,UGA,1982,1
28250,Uganda,UGA,1983,1
28251,Uganda,UGA,1984,1
28252,Uganda,UGA,1985,0
28253,Uganda,UGA,1986,0
28254,Uganda,UGA,1987,0
28255,Uganda,UGA,1988,0
28256,Uganda,UGA,1989,0
28323,Ukraine,UKR,1981,0
28324,Ukraine,UKR,1982,0
28325,Ukraine,UKR,1983,0
28326,Ukraine,UKR,1984,0
28327,Ukraine,UKR,1985,0
28328,Ukraine,UKR,1986,0
28329,Ukraine,UKR,1987,0
28330,Ukraine,UKR,1988,0
28331,Ukraine,UKR,1989,0
28373,United Arab Emirates,ARE,1981,0
28374,United Arab Emirates,ARE,1982,0
28375,United Arab Emirates,ARE,1983,0
28376,United Arab Emirates,ARE,1984,0
28377,United Arab Emirates,ARE,1985,0
28378,United Arab Emirates,ARE,1986,0
28379,United Arab Emirates,ARE,1987,0
28380,United Arab Emirates,ARE,1988,0
28381,United Arab Emirates,ARE,1989,0
28605,United Kingdom,GBR,1981,3
28606,United Kingdom,GBR,1982,3
28607,United Kingdom,GBR,1983,3
28608,United Kingdom,GBR,1984,3
28609,United Kingdom,GBR,1985,3
28610,United Kingdom,GBR,1986,3
28611,United Kingdom,GBR,1987,3
28612,United Kingdom,GBR,1988,3
28613,United Kingdom,GBR,1989,3
28837,United States,USA,1981,3
28838,United States,USA,1982,3
28839,United States,USA,1983,3
28840,United States,USA,1984,3
28841,United States,USA,1985,3
28842,United States,USA,1986,3
28843,United States,USA,1987,3
28844,United States,USA,1988,3
28845,United States,USA,1989,3
29033,Uruguay,URY,1981,0
29034,Uruguay,URY,1982,0
29035,Uruguay,URY,1983,0
29036,Uruguay,URY,1984,0
29037,Uruguay,URY,1985,2
29038,Uruguay,URY,1986,3
29039,Uruguay,URY,1987,3
29040,Uruguay,URY,1988,3
29041,Uruguay,URY,1989,3
29189,Uzbekistan,UZB,1981,0
29190,Uzbekistan,UZB,1982,0
29191,Uzbekistan,UZB,1983,0
29192,Uzbekistan,UZB,1984,0
29193,Uzbekistan,UZB,1985,0
29194,Uzbekistan,UZB,1986,0
29195,Uzbekistan,UZB,1987,0
29196,Uzbekistan,UZB,1988,0
29197,Uzbekistan,UZB,1989,0
29304,Vanuatu,VUT,1981,2
29305,Vanuatu,VUT,1982,2
29306,Vanuatu,VUT,1983,2
29307,Vanuatu,VUT,1984,2
29308,Vanuatu,VUT,1985,2
29309,Vanuatu,VUT,1986,2
29310,Vanuatu,VUT,1987,2
29311,Vanuatu,VUT,1988,2
29312,Vanuatu,VUT,1989,2
29526,Venezuela,VEN,1981,2
29527,Venezuela,VEN,1982,2
29528,Venezuela,VEN,1983,2
29529,Venezuela,VEN,1984,2
29530,Venezuela,VEN,1985,2
29531,Venezuela,VEN,1986,2
29532,Venezuela,VEN,1987,2
29533,Venezuela,VEN,1988,2
29534,Venezuela,VEN,1989,2
29602,Vietnam,VNM,1981,0
29603,Vietnam,VNM,1982,0
29604,Vietnam,VNM,1983,0
29605,Vietnam,VNM,1984,0
29606,Vietnam,VNM,1985,0
29607,Vietnam,VNM,1986,0
29608,Vietnam,VNM,1987,0
29609,Vietnam,VNM,1988,0
29610,Vietnam,VNM,1989,0
29891,Yemen,YEM,1981,0
29892,Yemen,YEM,1982,0
29893,Yemen,YEM,1983,0
29894,Yemen,YEM,1984,0
29895,Yemen,YEM,1985,0
29896,Yemen,YEM,1986,0
29897,Yemen,YEM,1987,0
29898,Yemen,YEM,1988,1
29899,Yemen,YEM,1989,1
30001,Zambia,ZMB,1981,1
30002,Zambia,ZMB,1982,1
30003,Zambia,ZMB,1983,1
30004,Zambia,ZMB,1984,1
30005,Zambia,ZMB,1985,1
30006,Zambia,ZMB,1986,1
30007,Zambia,ZMB,1987,1
30008,Zambia,ZMB,1988,1
30009,Zambia,ZMB,1989,1
30122,Zanzibar,OWID_ZAN,1981,0
30123,Zanzibar,OWID_ZAN,1982,0
30124,Zanzibar,OWID_ZAN,1983,0
30125,Zanzibar,OWID_ZAN,1984,0
30126,Zanzibar,OWID_ZAN,1985,0
30127,Zanzibar,OWID_ZAN,1986,0
30128,Zanzibar,OWID_ZAN,1987,0
30129,Zanzibar,OWID_ZAN,1988,0
30130,Zanzibar,OWID_ZAN,1989,0
30243,Zimbabwe,ZWE,1981,1
30244,Zimbabwe,ZWE,1982,1
30245,Zimbabwe,ZWE,1983,1
30246,Zimbabwe,ZWE,1984,1
30247,Zimbabwe,ZWE,1985,1
30248,Zimbabwe,ZWE,1986,1
30249,Zimbabwe,ZWE,1987,1
30250,Zimbabwe,ZWE,1988,1
30251,Zimbabwe,ZWE,1989,1
